absence_id,employee_id,annee,mois,date_debut,date_fin,nb_jours,motif,justifiee,departement
13116,3295,2022,6,2022-06-09,2022-06-17,9,paid leave,Oui,RH
15504,2535,2022,12,2022-12-13,2022-12-19,7,Enfant malade,Oui,Direction
11892,1881,2023,10,2023-10-06,2023-10-19,14,Congé payé,Oui,Direction
10635,1469,2023,10,2023-10-28,2023-11-14,18,RTT,Oui,Direction
14573,2406,2023,4,2023-04-10,2023-04-24,15,RTT,Oui,Finance
13797,2754,2024,7,2024-07-15,2024-07-28,14,sick leave,Oui,Opérations
10202,1952,2022,12,2022-12-11,2022-12-29,19,Accident du travail,Oui,Informatique
12280,2244,2024,6,2024-06-21,2024-07-11,21,Absence injustifiée,Non,RH
10813,2690,2023,9,2023-09-06,2023-09-14,9,RTT,Oui,Commercial
10749,2165,2024,5,2024-05-14,2024-05-29,16,sick leave,Oui,RH
11184,2097,2024,11,2024-11-26,2024-12-12,17,sick leave,Oui,Logistique
15864,1460,2024,7,2024-07-11,2024-07-23,13,Congé payé,Oui,R&D
15424,1409,2024,6,2024-06-28,2024-07-01,4,Maternité/Paternité,Oui,Logistique
15515,3184,2022,12,2022-12-10,2022-12-20,11,paid leave,Oui,Juridique
12306,2012,2022,1,2022-01-28,2022-02-05,9,Congé payé,Oui,R&D
11638,1488,2023,8,2023-08-15,2023-08-29,15,RTT,Oui,Finance
13906,1937,2023,12,2023-12-07,2023-12-11,5,Enfant malade,Oui,Informatique
13574,1576,2024,3,2024-03-17,2024-03-28,12,Maladie,Oui,Juridique
10624,1712,2023,12,2023-12-23,2023-12-30,8,Congé payé,Oui,Juridique
14724,1898,2022,2,2022-02-23,2022-03-09,15,Congé payé,Oui,Opérations
10600,1051,2023,11,2023-11-16,2023-11-29,14,Congé payé,Oui,Opérations
13895,1320,2022,1,2022-01-15,2022-02-04,21,RTT,Oui,Commercial
12898,2442,2024,1,2024-01-13,2024-01-20,8,Maternité/Paternité,Oui,Logistique
12359,1470,2024,3,2024-03-09,2024-03-19,11,Maladie,Oui,RH
12307,1927,2023,3,2023-03-28,2023-04-11,15,Congé payé,Oui,Informatique
13628,1081,2022,9,2022-09-05,2022-09-10,6,Maladie,Oui,Juridique
11726,1673,2024,10,2024-10-10,2024-10-16,7,Congé payé,Oui,Direction
16033,2755,2022,12,2022-12-15,2022-12-29,15,Maladie,Oui,Informatique
11164,1412,2022,7,2022-07-16,2022-08-01,17,Maladie,Oui,Opérations
13189,2721,2023,9,2023-09-21,2023-09-27,7,Enfant malade,Oui,Opérations
12189,3187,2024,7,2024-07-22,2024-07-23,2,sick leave,Oui,Juridique
12528,1481,2022,3,2022-03-18,2022-04-06,20,Formation,Oui,Marketing
10389,1214,2024,11,2024-11-26,2024-11-29,4,Congé sans solde,Oui,R&D
15317,2831,2022,11,2022-11-15,2022-11-27,13,Congé payé,Oui,Logistique
10303,3056,2024,6,2024-06-20,2024-06-23,4,Absence injustifiée,Non,Marketing
14020,1081,2023,9,2023-09-12,2023-09-21,10,RTT,Oui,Juridique
14664,1371,2023,10,2023-10-28,2023-11-01,5,Absence injustifiée,Non,Commercial
14551,1796,2024,4,2024-04-12,2024-04-30,19,Maladie,Oui,Marketing
14299,1252,2023,1,2023-01-06,2023-01-06,1,sick leave,Oui,Juridique
10559,3327,2022,5,2022-05-06,2022-05-21,16,Congé sans solde,Oui,Commercial
11709,1662,2023,10,2023-10-08,2023-10-23,16,Formation,Oui,Direction
14031,3223,2024,1,2024-01-16,2024-01-18,3,Maladie,Oui,Finance
11126,3315,2022,5,2022-05-15,2022-06-02,19,RTT,Oui,Commercial
13751,1746,2023,3,2023-03-07,2023-03-21,15,Congé payé,Oui,Finance
12269,2317,2022,3,2022-03-05,2022-03-05,1,Accident du travail,Oui,Opérations
15023,2126,2024,10,2024-10-17,2024-10-17,1,Congé payé,Oui,Opérations
14026,2243,2022,12,2022-12-26,2023-01-06,12,Maladie,Oui,Direction
11010,2776,2023,5,2023-05-24,2023-06-12,20,Maladie,Oui,Juridique
13226,2140,2024,12,2024-12-25,2025-01-12,19,sick leave,Oui,R&D
14695,2988,2023,12,2023-12-23,2023-12-26,4,Congé payé,Oui,RH
11212,2254,2023,2,2023-02-02,2023-02-12,11,Accident du travail,Oui,R&D
12337,2126,2024,5,2024-05-21,2024-05-26,6,Maladie,Oui,Opérations
13199,2945,2024,12,2024-12-11,2024-12-21,11,Congé sans solde,Oui,R&D
15486,1345,2024,9,2024-09-09,2024-09-24,16,Congé sans solde,Oui,Informatique
13568,3287,2023,2,2023-02-04,2023-02-15,12,Maladie,Oui,Commercial
15162,1707,2023,11,2023-11-15,2023-11-24,10,Maladie,Oui,Opérations
10034,1217,2024,4,2024-04-01,2024-03-28,-5,Congé payé,Oui,Direction
15994,3154,2023,10,2023-10-02,2023-10-13,12,Congé payé,Oui,R&D
12926,3189,2024,8,2024-08-10,2024-08-24,15,Congé sans solde,Oui,Finance
15208,2135,2023,1,2023-01-04,2023-01-05,2,sick leave,Oui,Finance
11491,1743,2023,8,2023-08-26,2023-09-02,8,RTT,Oui,Marketing
11756,1494,2023,2,2023-02-26,2023-03-15,18,Congé payé,Oui,Opérations
12104,2192,2022,10,2022-10-17,2022-10-22,6,Maternité/Paternité,Oui,Logistique
12303,2556,2024,4,2024-04-28,2024-05-02,5,paid leave,Oui,Direction
11071,2488,2022,9,2022-09-18,2022-09-18,1,Accident du travail,Oui,Finance
14845,2187,2022,2,2022-02-22,2022-03-14,21,Formation,Oui,RH
10284,2016,2024,2,2024-02-17,2024-02-27,11,Formation,Oui,RH
10555,2448,2024,8,2024-08-14,2024-08-19,6,Maladie,Oui,Logistique
12555,3333,2024,10,2024-10-17,2024-10-30,14,RTT,Oui,Juridique
10568,2956,2023,11,2023-11-23,2023-12-05,13,Enfant malade,Oui,Informatique
11596,1281,2024,11,2024-11-15,2024-11-17,3,Formation,Oui,Direction
13110,2254,2023,8,2023-08-12,2023-08-24,13,Congé payé,Oui,R&D
10386,1177,2024,7,2024-07-17,2024-07-19,3,sick leave,Oui,RH
11281,2018,2023,1,2023-01-28,2023-02-15,19,Congé payé,Oui,Direction
10152,1742,2024,1,2024-01-11,2024-01-15,5,paid leave,Oui,Informatique
11479,3065,2023,10,2023-10-14,2023-10-28,15,Congé payé,Oui,RH
13841,3293,2023,4,2023-04-03,2023-04-04,2,sick leave,Oui,Finance
12222,1752,2022,5,2022-05-22,2022-05-22,1,Formation,Oui,Juridique
14595,2721,2022,4,2022-04-28,2022-05-09,12,Congé sans solde,Oui,Opérations
15695,1631,2023,11,2023-11-28,2023-12-16,19,paid leave,Oui,Opérations
10756,1663,2022,9,2022-09-06,2022-09-24,19,Maladie,Oui,Opérations
11483,1371,2023,12,2023-12-19,2023-12-24,6,RTT,Oui,Commercial
13348,2060,2024,1,2024-01-13,2024-02-02,21,Maternité/Paternité,Oui,Logistique
15949,1427,2022,1,2022-01-02,2022-01-15,14,paid leave,Oui,Legal
13275,3251,2022,2,2022-02-03,2022-02-07,5,paid leave,Oui,R&D
14787,1093,2024,12,2024-12-07,2024-12-19,13,Maladie,Oui,Juridique
10188,3153,2024,5,2024-05-04,2024-05-16,13,Formation,Oui,Direction
14913,3129,2023,3,2023-03-27,2023-04-10,15,Maladie,Oui,Marketing
15609,1635,2022,11,2022-11-18,2022-11-19,2,Congé payé,Oui,Informatique
13254,2140,2022,1,2022-01-05,2022-01-24,20,Maladie,Oui,R&D
13738,1513,2024,11,2024-11-08,2024-11-21,14,Formation,Oui,Informatique
10432,3061,2022,1,2022-01-13,2022-01-13,1,paid leave,Oui,R&D
13354,1124,2022,5,2022-05-22,2022-06-03,13,Maladie,Oui,Finance
16071,1877,2024,9,2024-09-18,2024-09-26,9,Congé payé,Oui,R&D
10860,1976,2024,3,2024-03-11,2024-03-13,3,Congé payé,Oui,Marketing
14542,1225,2023,9,2023-09-08,2023-09-12,5,Maladie,Oui,R&D
10939,2879,2023,10,2023-10-13,2023-10-15,3,Congé payé,Oui,Finance
12215,2218,2024,3,2024-03-14,2024-03-31,18,Maladie,Oui,Logistique
11285,1971,2022,5,2022-05-19,2022-06-07,20,Congé sans solde,Oui,Logistique
10823,3148,2023,1,2023-01-14,2023-01-16,3,Formation,Oui,R&D
10309,1976,2022,3,2022-03-24,2022-04-01,9,Enfant malade,Oui,Marketing
13546,2061,2023,2,2023-02-24,2023-02-25,2,Maternité/Paternité,Oui,Direction
15503,1862,2023,6,2023-06-13,2023-06-23,11,Absence injustifiée,Non,RH
15213,2853,2023,11,2023-11-25,2023-12-13,19,Congé sans solde,Oui,RH
10208,2426,2024,7,2024-07-26,2024-07-28,3,Congé payé,Oui,Finance
12825,1467,2023,7,2023-07-23,2023-08-08,17,Accident du travail,Oui,Logistique
12210,1812,2022,1,2022-01-09,2022-01-23,15,Maladie,Oui,Juridique
15590,1121,2024,6,2024-06-03,2024-06-09,7,Congé payé,Oui,Direction
10695,2556,2022,11,2022-11-22,2022-11-29,8,Formation,Oui,Direction
13567,2360,2023,10,2023-10-24,2023-11-11,19,Absence injustifiée,Non,RH
13336,1232,2024,4,2024-04-09,2024-04-14,6,Congé payé,Oui,Marketing
15611,2575,2022,9,2022-09-23,2022-10-09,17,RTT,Oui,Commercial
15724,1128,2023,5,2023-05-06,2023-05-20,15,Accident du travail,Oui,Direction
14463,1761,2024,7,2024-07-09,2024-07-25,17,Accident du travail,Oui,Logistique
14458,1609,2023,8,2023-08-18,2023-09-02,16,Maladie,Oui,Direction
12964,3024,2023,7,2023-07-01,2023-07-14,14,sick leave,Oui,RH
15322,1721,2022,8,2022-08-08,2022-08-12,5,Maternité/Paternité,Oui,Juridique
15072,2445,2022,4,2022-04-23,2022-04-26,4,sick leave,Oui,Logistique
12397,1068,2023,7,2023-07-20,2023-07-30,11,sick leave,Oui,Commercial
13976,2574,2023,11,2023-11-22,2023-12-10,19,Congé payé,Oui,Juridique
10766,2428,2024,2,2024-02-06,2024-02-14,9,Maladie,Oui,Juridique
13782,2046,2023,4,2023-04-27,2023-05-02,6,Congé payé,Oui,Direction
12282,3145,2023,2,2023-02-05,2023-02-11,7,RTT,Oui,Commercial
13338,2097,2022,8,2022-08-15,2022-08-20,6,Congé payé,Oui,Logistique
12480,3117,2023,4,2023-04-25,2023-04-30,6,RTT,Oui,Commercial
10068,2193,2023,11,2023-11-16,2023-12-01,-16,Formation,Oui,Marketing
12741,2040,2024,10,2024-10-24,2024-10-29,6,Congé payé,Oui,Opérations
15392,1752,2024,1,2024-01-25,2024-02-08,15,Congé payé,Oui,Juridique
12080,2715,2022,2,2022-02-27,2022-03-14,16,Maladie,Oui,Direction
15651,3117,2023,7,2023-07-04,2023-07-11,8,Accident du travail,Oui,Commercial
15133,2157,2022,4,2022-04-10,2022-04-13,4,paid leave,Oui,Logistique
11400,2776,2023,8,2023-08-16,2023-08-18,3,Congé payé,Oui,Juridique
11556,1501,2023,11,2023-11-17,2023-11-22,6,Maladie,Oui,R&D
16012,1928,2024,5,2024-05-15,2024-05-21,7,Congé payé,Oui,Informatique
11279,1044,2022,1,2022-01-15,2022-01-23,9,Formation,Oui,Marketing
15234,2879,2024,4,2024-04-03,2024-04-17,15,Congé payé,Oui,Finance
12115,2764,2024,5,2024-05-08,2024-05-18,11,sick leave,Oui,Opérations
15101,2193,2024,6,2024-06-23,2024-06-28,6,Maladie,Oui,Marketing
15898,2132,2023,10,2023-10-06,2023-10-26,21,Formation,Oui,RH
15218,3184,2023,2,2023-02-14,2023-02-20,7,Maladie,Oui,Juridique
14518,1655,2023,6,2023-06-05,2023-06-10,6,paid leave,Oui,Commercial
14147,2242,2024,4,2024-04-09,2024-04-18,10,Congé payé,Oui,Commercial
12294,2806,2024,8,2024-08-19,2024-09-03,16,RTT,Oui,Direction
14040,3392,2023,3,2023-03-24,2023-03-28,5,Maternité/Paternité,Oui,Marketing
14873,1527,2024,3,2024-03-27,2024-03-27,1,Enfant malade,Oui,Informatique
10793,2196,2023,4,2023-04-08,2023-04-16,9,Maladie,Oui,Commercial
14541,3245,2023,9,2023-09-15,2023-09-21,7,RTT,Oui,Marketing
15671,2360,2023,8,2023-08-08,2023-08-18,11,Congé payé,Oui,RH
14247,2454,2022,11,2022-11-04,2022-11-24,21,Congé sans solde,Oui,Informatique
13248,2879,2023,6,2023-06-03,2023-06-20,18,RTT,Oui,Finance
14461,1232,2023,4,2023-04-13,2023-05-02,20,Maladie,Oui,Marketing
14907,1550,2024,1,2024-01-28,2024-01-31,4,Congé payé,Oui,Marketing
15989,2135,2023,11,2023-11-03,2023-11-06,4,Maternité/Paternité,Oui,Finance
14047,2762,2024,11,2024-11-14,2024-11-19,6,Maladie,Oui,RH
11081,1655,2024,3,2024-03-23,2024-03-30,8,Congé payé,Oui,Commercial
14500,1769,2023,12,2023-12-15,2023-12-20,6,paid leave,Oui,Opérations
10204,2595,2022,10,2022-10-09,2022-10-21,13,Congé payé,Oui,Opérations
12828,3327,2024,6,2024-06-17,2024-06-18,2,RTT,Oui,Commercial
12516,1296,2024,10,2024-10-01,2024-10-02,2,paid leave,Oui,Juridique
12707,1051,2024,4,2024-04-05,2024-04-17,13,Maternité/Paternité,Oui,Opérations
10343,1862,2022,4,2022-04-27,2022-05-03,7,Maladie,Oui,RH
11779,2036,2022,1,2022-01-02,2022-01-11,10,Maladie,Oui,Informatique
14511,2613,2023,9,2023-09-10,2023-09-14,5,Absence injustifiée,Non,Marketing
14433,1796,2022,2,2022-02-15,2022-02-16,2,Enfant malade,Oui,Marketing
12472,1981,2024,5,2024-05-11,2024-05-27,17,Maternité/Paternité,Oui,Direction
10857,1897,2023,12,2023-12-19,2023-12-29,11,Maladie,Oui,Opérations
15970,2153,2023,12,2023-12-11,2023-12-27,17,Maternité/Paternité,Oui,Commercial
10240,2879,2022,4,2022-04-11,2022-04-21,11,Congé payé,Oui,Finance
15368,2754,2022,7,2022-07-20,2022-08-04,16,Absence injustifiée,Non,Opérations
12281,2556,2023,11,2023-11-02,2023-11-20,19,Enfant malade,Oui,Direction
15400,1232,2023,2,2023-02-23,2023-03-13,19,Maladie,Oui,Marketing
10496,1775,2024,8,2024-08-08,2024-08-08,1,Congé sans solde,Oui,R&D
14465,1068,2024,4,2024-04-13,2024-04-27,15,paid leave,Oui,Commercial
10999,3271,2022,8,2022-08-05,2022-08-05,1,Congé payé,Oui,Finance
14211,3245,2022,11,2022-11-25,2022-11-30,6,Congé sans solde,Oui,Marketing
16078,2445,2023,4,2023-04-06,2023-04-22,17,Accident du travail,Oui,Logistique
11763,2865,2022,7,2022-07-26,2022-08-09,15,Congé payé,Oui,Marketing
14218,1934,2023,3,2023-03-20,2023-03-28,9,sick leave,Oui,Direction
14826,2613,2023,2,2023-02-25,2023-03-02,6,Congé payé,Oui,Marketing
10196,1177,2022,12,2022-12-25,2023-01-12,19,Maternité/Paternité,Oui,RH
15900,1862,2024,11,2024-11-17,2024-11-24,8,Congé payé,Oui,RH
11204,1976,2023,5,2023-05-25,2023-05-26,2,sick leave,Oui,Marketing
12158,2556,2024,5,2024-05-22,2024-05-28,7,Formation,Oui,Direction
12790,2613,2024,12,2024-12-02,2024-12-14,13,sick leave,Oui,Marketing
15170,2613,2024,3,2024-03-24,2024-04-06,14,Accident du travail,Oui,Marketing
14822,3256,2024,2,2024-02-16,2024-02-19,4,Congé sans solde,Oui,Opérations
16090,1444,2022,2,2022-02-17,2022-03-05,17,RTT,Oui,Commercial
15664,2879,2022,8,2022-08-04,2022-08-09,6,Congé payé,Oui,Finance
12162,2036,2024,8,2024-08-02,2024-08-12,11,Congé payé,Oui,Informatique
13864,1898,2024,12,2024-12-07,2024-12-10,4,Congé payé,Oui,Opérations
13309,1298,2022,5,2022-05-04,2022-05-08,5,paid leave,Oui,R&D
15587,1862,2023,9,2023-09-11,2023-09-12,2,Congé payé,Oui,RH
10177,1374,2023,1,2023-01-15,2023-02-02,19,RTT,Oui,Marketing
10775,2981,2023,1,2023-01-05,2023-01-09,5,Accident du travail,Oui,Marketing
11168,2813,2022,10,2022-10-25,2022-11-05,12,Maternité/Paternité,Oui,Finance
11778,1543,2023,7,2023-07-12,2023-07-21,10,Formation,Oui,Finance
14698,2605,2022,10,2022-10-16,2022-11-02,18,Enfant malade,Oui,Commercial
11034,2535,2023,1,2023-01-21,2023-02-02,13,Congé payé,Oui,Direction
16125,3189,2023,6,2023-06-11,2023-06-19,9,sick leave,Oui,Finance
10714,1761,2022,10,2022-10-18,2022-10-23,6,Maladie,Oui,Logistique
12037,1106,2022,8,2022-08-17,2022-08-22,6,RTT,Oui,Marketing
12323,1934,2022,1,2022-01-12,2022-01-14,3,RTT,Oui,Direction
12191,2445,2024,9,2024-09-08,2024-09-08,1,paid leave,Oui,Logistique
11416,2414,2024,6,2024-06-18,2024-06-21,4,Maladie,Oui,Finance
12458,1228,2024,1,2024-01-09,2024-01-18,10,sick leave,Oui,Informatique
15111,2414,2024,7,2024-07-16,2024-07-27,12,Congé sans solde,Oui,Finance
12588,2239,2024,9,2024-09-03,2024-09-10,8,RTT,Oui,Marketing
10566,3245,2023,9,2023-09-09,2023-09-20,12,Absence injustifiée,Non,Marketing
10319,1271,2024,1,2024-01-26,2024-02-06,12,Maladie,Oui,Juridique
13900,1298,2022,6,2022-06-15,2022-06-26,12,sick leave,Oui,R&D
13607,1467,2023,10,2023-10-27,2023-11-07,12,Congé payé,Oui,Logistique
14599,2535,2023,3,2023-03-04,2023-03-04,1,Congé payé,Oui,Direction
10022,1691,2022,11,2022-11-26,2022-11-19,-8,Congé sans solde,Oui,Opérations
13999,2140,2024,5,2024-05-19,2024-05-31,13,Maladie,Oui,R&D
14608,2656,2022,1,2022-01-02,2022-01-19,18,Congé payé,Oui,Commercial
13626,3274,2022,12,2022-12-17,2023-01-01,16,Maladie,Oui,Marketing
14737,3096,2024,2,2024-02-16,2024-02-23,8,RTT,Oui,Logistique
11749,2404,2024,11,2024-11-23,2024-12-05,13,Accident du travail,Oui,R&D
11382,2370,2024,1,2024-01-19,2024-01-29,11,Maladie,Oui,Informatique
15225,3106,2023,7,2023-07-11,2023-07-11,1,RTT,Oui,R&D
14404,2354,2024,9,2024-09-18,2024-09-26,9,sick leave,Oui,Marketing
15336,1416,2023,6,2023-06-01,2023-06-03,3,Accident du travail,Oui,R&D
11364,2322,2022,11,2022-11-03,2022-11-03,1,RTT,Oui,RH
10012,1266,2023,11,2023-11-25,2023-11-22,-4,Absence injustifiée,Non,RH
11197,1765,2023,4,2023-04-15,2023-04-28,14,Accident du travail,Oui,Commercial
13665,1467,2023,12,2023-12-20,2024-01-08,20,paid leave,Oui,Logistique
12206,2140,2022,11,2022-11-04,2022-11-15,12,Absence injustifiée,Non,R&D
10292,2575,2022,11,2022-11-22,2022-11-25,4,RTT,Oui,Commercial
10239,1070,2024,7,2024-07-17,2024-07-21,5,paid leave,Oui,Opérations
14284,1561,2022,5,2022-05-24,2022-05-27,4,RTT,Oui,Legal
15044,2235,2024,10,2024-10-04,2024-10-13,10,Congé payé,Oui,Informatique
13702,3271,2022,1,2022-01-12,2022-01-20,9,RTT,Oui,Finance
11738,2077,2023,1,2023-01-15,2023-01-30,16,Maladie,Oui,Logistique
13514,3076,2024,3,2024-03-27,2024-03-30,4,Congé payé,Oui,Commercial
10575,2191,2023,5,2023-05-11,2023-05-21,11,Congé payé,Oui,R&D
14786,1333,2023,3,2023-03-28,2023-04-10,14,Accident du travail,Oui,R&D
10690,1300,2024,7,2024-07-06,2024-07-24,19,paid leave,Oui,Commercial
13653,1425,2023,11,2023-11-24,2023-12-12,19,Formation,Oui,Juridique
15908,2171,2024,4,2024-04-08,2024-04-20,13,Enfant malade,Oui,Juridique
12445,1721,2024,2,2024-02-01,2024-02-11,11,Maladie,Oui,Juridique
14782,3156,2023,3,2023-03-20,2023-04-04,16,Maladie,Oui,Informatique
11220,3295,2022,3,2022-03-15,2022-04-02,19,sick leave,Oui,RH
13998,3356,2022,4,2022-04-05,2022-04-13,9,Maladie,Oui,Finance
13438,1981,2024,3,2024-03-02,2024-03-14,13,Congé payé,Oui,Direction
14742,3129,2023,7,2023-07-07,2023-07-07,1,Accident du travail,Oui,Marketing
12279,2187,2024,4,2024-04-21,2024-04-21,1,Congé sans solde,Oui,RH
10422,1673,2022,9,2022-09-14,2022-09-23,10,Maternité/Paternité,Oui,Direction
13621,3117,2022,4,2022-04-26,2022-05-11,16,RTT,Oui,Commercial
11007,1949,2023,8,2023-08-26,2023-09-04,10,Accident du travail,Oui,Marketing
14229,1742,2023,9,2023-09-07,2023-09-24,18,Congé payé,Oui,Informatique
12132,3156,2023,10,2023-10-26,2023-10-29,4,RTT,Oui,Informatique
14617,1301,2024,7,2024-07-25,2024-07-26,2,Congé payé,Oui,Commercial
11136,1981,2022,6,2022-06-02,2022-06-07,6,paid leave,Oui,Direction
14593,3318,2024,5,2024-05-14,2024-05-30,17,RTT,Oui,Juridique
13282,1371,2024,9,2024-09-26,2024-10-14,19,RTT,Oui,Commercial
10032,2414,2024,9,2024-09-27,2024-09-22,-6,Formation,Oui,Finance
11669,1880,2024,6,2024-06-20,2024-06-24,5,Maternité/Paternité,Oui,Operations
15739,1609,2024,1,2024-01-06,2024-01-17,12,Formation,Oui,Direction
14150,3145,2024,2,2024-02-17,2024-03-08,21,Enfant malade,Oui,Commercial
10497,2810,2023,10,2023-10-07,2023-10-14,8,sick leave,Oui,RH
15183,1093,2023,2,2023-02-27,2023-03-16,18,Congé payé,Oui,Juridique
12092,1721,2024,3,2024-03-25,2024-04-01,8,Maladie,Oui,Juridique
13871,1752,2023,9,2023-09-16,2023-09-18,3,sick leave,Oui,Juridique
11980,2330,2023,2,2023-02-07,2023-02-26,20,Congé payé,Oui,RH
15943,2081,2022,7,2022-07-27,2022-08-01,6,Absence injustifiée,Non,Finance
13742,2426,2024,11,2024-11-02,2024-11-11,10,Accident du travail,Oui,Finance
11970,2656,2022,6,2022-06-21,2022-06-22,2,Congé payé,Oui,Commercial
10135,2370,2022,8,2022-08-02,2022-08-13,12,Absence injustifiée,Non,Informatique
11752,1862,2024,4,2024-04-01,2024-04-20,20,Maternité/Paternité,Oui,RH
14077,1523,2024,1,2024-01-11,2024-01-14,4,Formation,Oui,Marketing
14729,2165,2024,11,2024-11-16,2024-11-17,2,Maladie,Oui,RH
12980,2393,2024,3,2024-03-11,2024-03-18,8,Maternité/Paternité,Oui,Logistique
10122,3149,2024,9,2024-09-06,2024-09-10,5,Congé payé,Oui,Direction
14767,2406,2023,3,2023-03-28,2023-04-04,8,Congé payé,Oui,Finance
12246,2495,2023,10,2023-10-14,2023-10-24,11,Absence injustifiée,Non,Juridique
16039,2016,2023,3,2023-03-22,2023-03-29,8,Accident du travail,Oui,RH
13792,2262,2022,4,2022-04-12,2022-04-17,6,Maternité/Paternité,Oui,Commercial
13251,1229,2022,2,2022-02-16,2022-02-22,7,Congé payé,Oui,Informatique
13542,1544,2022,11,2022-11-05,2022-11-10,6,Congé payé,Oui,Direction
15612,1496,2023,12,2023-12-08,2023-12-16,9,RTT,Oui,Finance
11112,2535,2022,5,2022-05-14,2022-06-01,19,Maladie,Oui,Direction
13599,1070,2023,10,2023-10-02,2023-10-16,15,sick leave,Oui,Opérations
11060,3318,2024,6,2024-06-03,2024-06-13,11,sick leave,Oui,Juridique
13644,1254,2023,8,2023-08-01,2023-08-21,21,Maladie,Oui,Finance
11484,1677,2022,8,2022-08-04,2022-08-19,16,Maternité/Paternité,Oui,RH
15699,1444,2024,5,2024-05-15,2024-06-03,20,Formation,Oui,Commercial
12946,1015,2022,12,2022-12-28,2023-01-09,13,Formation,Oui,Logistique
14503,3154,2022,10,2022-10-23,2022-10-23,1,RTT,Oui,R&D
14631,1735,2023,3,2023-03-21,2023-03-25,5,Accident du travail,Oui,Juridique
10045,2192,2022,4,2022-04-03,2022-03-25,-10,Congé payé,Oui,Logistique
15913,3176,2024,2,2024-02-04,2024-02-14,11,Congé sans solde,Oui,Finance
11377,1599,2024,5,2024-05-26,2024-06-09,15,Enfant malade,Oui,Commercial
13488,2115,2024,12,2024-12-16,2025-01-05,21,sick leave,Oui,Juridique
13622,2122,2022,4,2022-04-07,2022-04-10,4,Formation,Oui,Management
15807,2721,2022,5,2022-05-08,2022-05-26,19,paid leave,Oui,Opérations
12924,2036,2023,1,2023-01-18,2023-01-31,14,Maladie,Oui,Informatique
15906,2295,2022,6,2022-06-09,2022-06-26,18,Accident du travail,Oui,Informatique
12863,2565,2023,11,2023-11-06,2023-11-12,7,Formation,Oui,Informatique
11233,1775,2022,5,2022-05-01,2022-05-20,20,paid leave,Oui,R&D
16036,1117,2023,5,2023-05-03,2023-05-10,8,Congé payé,Oui,Marketing
15511,3318,2022,6,2022-06-25,2022-07-09,15,Accident du travail,Oui,Juridique
11181,2810,2024,12,2024-12-01,2024-12-10,10,Congé payé,Oui,RH
13461,3062,2022,7,2022-07-04,2022-07-13,10,Maternité/Paternité,Oui,Informatique
11507,1266,2023,10,2023-10-20,2023-10-21,2,Enfant malade,Oui,RH
13245,1677,2022,12,2022-12-17,2023-01-01,16,Congé payé,Oui,RH
14700,1275,2024,10,2024-10-04,2024-10-16,13,Congé payé,Oui,Logistique
10021,2135,2024,1,2024-01-16,2024-01-06,-11,Maladie,Oui,Finance
12252,1445,2024,6,2024-06-17,2024-07-01,15,Congé payé,Oui,Informatique
10420,2155,2023,10,2023-10-06,2023-10-15,10,sick leave,Oui,Informatique
13215,2653,2024,1,2024-01-15,2024-01-23,9,sick leave,Oui,Finance
13812,1070,2023,12,2023-12-18,2024-01-07,21,RTT,Oui,Opérations
12420,2488,2022,8,2022-08-21,2022-08-21,1,Maladie,Oui,Finance
10944,2617,2023,3,2023-03-16,2023-04-05,21,Maladie,Oui,Opérations
14401,1862,2023,4,2023-04-26,2023-04-28,3,Enfant malade,Oui,RH
11663,1881,2024,2,2024-02-27,2024-03-01,4,Formation,Oui,Direction
10362,1331,2023,5,2023-05-18,2023-05-29,12,Maladie,Oui,Juridique
11549,2135,2022,4,2022-04-12,2022-04-18,7,RTT,Oui,Finance
15031,1616,2024,10,2024-10-08,2024-10-27,20,sick leave,Oui,Finance
14391,2068,2023,9,2023-09-03,2023-09-06,4,Absence injustifiée,Non,R&D
13646,1124,2023,1,2023-01-15,2023-01-27,13,Absence injustifiée,Non,Finance
14253,3015,2023,2,2023-02-19,2023-03-05,15,Maternité/Paternité,Oui,Commercial
11811,2684,2022,10,2022-10-04,2022-10-21,18,sick leave,Oui,Direction
11426,1482,2022,8,2022-08-10,2022-08-16,7,paid leave,Oui,Juridique
10508,2684,2022,8,2022-08-12,2022-08-26,15,Maladie,Oui,Direction
12219,1983,2023,8,2023-08-22,2023-08-26,5,Formation,Oui,Finance
11379,3223,2023,2,2023-02-09,2023-02-28,20,Accident du travail,Oui,Finance
11194,1796,2023,1,2023-01-21,2023-02-06,17,RTT,Oui,Marketing
15125,2651,2024,7,2024-07-15,2024-07-29,15,RTT,Oui,R&D
10538,1212,2023,8,2023-08-04,2023-08-08,5,Congé sans solde,Oui,R&D
12847,3047,2024,12,2024-12-03,2024-12-04,2,Enfant malade,Oui,Juridique
12394,2503,2024,2,2024-02-10,2024-02-17,8,sick leave,Oui,Informatique
14481,3152,2023,7,2023-07-06,2023-07-15,10,paid leave,Oui,Informatique
13460,1877,2023,6,2023-06-11,2023-06-11,1,Formation,Oui,R&D
10871,3263,2022,12,2022-12-18,2022-12-28,11,Maladie,Oui,Informatique
10372,1775,2022,1,2022-01-10,2022-01-22,13,Maladie,Oui,R&D
10179,1256,2022,5,2022-05-06,2022-05-18,13,Formation,Oui,Logistique
13800,2333,2023,10,2023-10-14,2023-10-21,8,Maladie,Oui,Marketing
